Number of clicks on similar products;Number of similar products purchased so far;Average rating given to similar products;Gender;Median purchasing price (in rupees);Rating of the product;Brand of the product;Customer review sentiment score (overall);Price of the product;Holiday;Season;Geographical locations;Probability for the product to be recommended to the person
30;10;04.Лют;female;2500;04.Лип;Khadi Essentials;0.9;1000;Yes;summer;coastal;0.9
37;16;04.Вер;male;5500;04.Сер;Forest Essentials;0.9;900;Yes;summer;plains;1.0
3;1;01.Чер;male;800;02.Січ;Kama Ayurveda;-0.9;500;No;summer;coastal;0.1
19;8;03.Вер;female;14000;4.0;Sugar Cosmetics;0.4;600;Yes;winter;plains;0.3
9;2;02.Лют;male;800;02.Тра;Lakme Ayurveda;-0.7;1000;Yes;summer;mountains;0.3
43;21;04.Вер;female;9500;04.Сер;Biovea;0.9;900;Yes;spring;coastal;1.0
8;0;01.Вер;male;1100;02.Бер;Patanjali Ayurved (Health Care);-0.9;400;No;summer;plains;0.1
23;6;03.Сер;female;6500;4.0;Dabur Chyawanprash;0.7;1200;Yes;summer;coastal;0.8
27;11;04.Вер;female;1000;04.Вер;AmazonBasics;0.9;1000;Yes;winter;plains;0.9
47;16;04.Сер;male;3100;04.Лип;Flying Machine;0.8;800;Yes;summer;coastal;0.9
11;3;03.Кві;male;8500;03.Чер;Max;0.5;900;Yes;summer;mountains;0.6
18;5;4.0;female;9500;04.Кві;Lee;0.9;600;Yes;winter;coastal;0.9
33;13;04.Сер;male;14000;04.Вер;Spyker;0.9;1500;Yes;spring;mountains;1.0
10;0;2.0;female;1000;02.Лют;Fastrack;-0.8;600;No;summer;plains;0.0
24;9;04.Лип;male;1600;04.Кві;Wildcraft;0.8;800;Yes;summer;plains;0.8
36;14;04.Вер;male;1100;5.0;Head Hunters;0.9;700;Yes;monsoon;plains;1.0
7;1;1.0;female;4000;01.Бер;PUMA;-1.0;500;No;summer;coastal;0.0
18;8;4.0;male;6500;04.Лют;HRX;0.6;1200;Yes;summer;mountains;0.7
8;5;02.Тра;female;7500;02.Вер;Mothercare;0.2;700;Yes;winter;coastal;0.4
22;10;04.Бер;female;1200;04.Сер;Johnson & Johnson;0.8;1000;Yes;summer;plains;0.9
27;12;04.Бер;male;1700;04.Вер;The Moms Co.;0.6;800;Yes;winter;plains;0.7
18;6;03.Лип;female;7500;03.Вер;Wakefit;0.7;600;Yes;summer;plains;0.6
36;18;04.Сер;male;12000;04.Вер;SleepyCat;0.9;1600;Yes;winter;mountains;0.9
12;2;02.Тра;female;700;02.Сер;Duroflex;-0.1;900;Yes;summer;mountains;0.3
46;20;04.Вер;male;950;04.Сер;Pepperfry;0.9;1300;Yes;spring;plains;1.0
10;1;01.Вер;female;800;02.Лют;Godrej Interio;0.3;1000;Yes;summer;mountains;0.6
17;7;03.Сер;male;9500;4.0;Urban Ladder;0.7;1200;Yes;winter;plains;0.8
32;11;4.0;female;2800;04.Тра;Khadi Essentials;0.9;1100;Yes;summer;coastal;0.9
39;17;04.Вер;male;6000;04.Сер;Forest Essentials;0.9;1000;Yes;summer;plains;1.0
4;2;01.Бер;male;900;01.Сер;Kama Ayurveda;-1.0;600;No;summer;coastal;0.1
20;9;4.0;female;16000;04.Січ;Sugar Cosmetics;0.5;700;Yes;winter;plains;0.3
10;3;2.0;male;900;02.Кві;Lakme Ayurveda;-0.8;1200;Yes;summer;mountains;0.3
45;22;04.Вер;female;9800;04.Сер;Biovea;0.9;1100;Yes;spring;coastal;1.0
9;1;01.Сер;male;1300;02.Січ;Patanjali Ayurved (Health Care);-0.9;500;No;summer;plains;0.1
25;7;4.0;female;7500;04.Лют;Dabur Chyawanprash;0.7;1400;Yes;summer;coastal;0.8
28;12;04.Вер;female;1100;04.Вер;AmazonBasics;0.9;1100;Yes;winter;plains;0.9
50;17;04.Вер;male;3300;04.Сер;Flying Machine;0.8;900;Yes;summer;coastal;0.9
12;4;03.Чер;male;9000;03.Сер;Max;0.5;1000;Yes;summer;mountains;0.6
20;6;4.0;female;10000;04.Тра;Lee;0.9;700;Yes;winter;coastal;0.9
35;14;04.Сер;male;14500;04.Вер;Spyker;0.9;1600;Yes;spring;mountains;1.0
11;0;01.Сер;female;1200;2.0;Fastrack;-0.9;700;No;summer;plains;0.0
25;10;04.Сер;male;1700;04.Тра;Wildcraft;0.8;900;Yes;summer;plains;0.8
37;15;04.Вер;male;1200;5.0;Head Hunters;0.9;800;Yes;monsoon;plains;1.0
8;2;01.Сер;female;4500;02.Січ;PUMA;-1.0;600;No;summer;coastal;0.0
20;9;03.Вер;male;7500;04.Бер;HRX;0.7;1300;Yes;summer;mountains;0.7
9;6;02.Сер;female;8500;3.0;Mothercare;0.2;800;Yes;winter;coastal;0.4
23;11;04.Кві;female;1300;04.Сер;Johnson & Johnson;0.8;1200;Yes;summer;plains;0.9
28;13;04.Кві;male;1800;04.Вер;The Moms Co.;0.6;900;Yes;winter;plains;0.7
20;7;03.Чер;female;8000;03.Вер;Wakefit;0.7;700;Yes;summer;plains;0.6
38;19;04.Вер;male;13000;5.0;SleepyCat;0.9;1700;Yes;winter;mountains;0.9
13;3;02.Бер;female;600;02.Чер;Duroflex;-0.1;1000;Yes;summer;mountains;0.3
50;21;04.Вер;male;1000;04.Вер;Pepperfry;0.9;1400;Yes;spring;plains;1.0
12;2;01.Лип;female;900;2.0;Godrej Interio;0.3;1100;Yes;summer;mountains;0.6
22;8;04.Січ;female;11000;04.Чер;Urban Ladder;0.7;1400;Yes;winter;plains;0.8
34;12;04.Січ;male;3000;04.Чер;Khadi Essentials;0.9;1200;Yes;summer;coastal;0.9
41;18;04.Вер;male;7000;04.Вер;Forest Essentials;0.9;1100;Yes;summer;plains;1.0
6;3;1.0;male;1000;01.Тра;Kama Ayurveda;-1.0;700;No;summer;coastal;0.1
21;10;03.Вер;female;18000;04.Січ;Sugar Cosmetics;0.5;800;Yes;winter;plains;0.3
11;4;01.Лип;male;1000;2.0;Lakme Ayurveda;-0.9;1300;Yes;summer;mountains;0.3
48;23;04.Вер;female;10000;04.Вер;Biovea;0.9;1200;Yes;spring;coastal;1.0
10;2;01.Лип;male;1500;2.0;Patanjali Ayurved (Health Care);-0.9;600;No;summer;plains;0.1
27;8;4.0;female;9500;04.Бер;Dabur Chyawanprash;0.7;1500;Yes;summer;coastal;0.8
30;14;04.Вер;female;1200;04.Вер;AmazonBasics;0.9;1200;Yes;winter;plains;0.9
53;18;04.Вер;male;3500;04.Вер;Flying Machine;0.9;1000;Yes;summer;coastal;0.9
13;5;3.0;male;9500;03.Тра;Max;0.5;1100;Yes;summer;mountains;0.6
22;7;4.0;female;10500;04.Чер;Lee;0.9;800;Yes;winter;coastal;0.9
37;15;04.Вер;male;15000;5.0;Spyker;0.9;1700;Yes;spring;mountains;1.0
12;1;01.Тра;female;1400;01.Лип;Fastrack;-0.9;800;No;summer;plains;0.0
26;11;04.Вер;male;1800;04.Чер;Wildcraft;0.8;1000;Yes;summer;plains;0.8
39;16;04.Вер;male;1300;5.0;Head Hunters;0.9;900;Yes;monsoon;plains;1.0
10;3;01.Тра;female;5000;2.0;PUMA;-1.0;700;No;summer;coastal;0.0
22;10;4.0;male;8500;04.Кві;HRX;0.7;1400;Yes;summer;mountains;0.7
10;7;02.Лют;female;9000;02.Тра;Mothercare;0.2;900;Yes;winter;coastal;0.4
25;12;04.Тра;female;1400;5.0;Johnson & Johnson;0.8;1300;Yes;summer;plains;0.9
29;14;04.Тра;male;1900;04.Вер;The Moms Co.;0.7;1000;Yes;winter;plains;0.7
22;8;03.Тра;female;8500;03.Вер;Wakefit;0.7;800;Yes;summer;plains;0.6
40;20;04.Вер;male;13500;5.0;SleepyCat;0.9;1800;Yes;winter;mountains;0.9
15;4;01.Сер;female;700;02.Січ;Duroflex;-0.1;1100;Yes;summer;mountains;0.3
55;22;04.Вер;male;1100;04.Вер;Pepperfry;0.9;1500;Yes;spring;plains;1.0
14;3;01.Тра;female;950;2.0;Godrej Interio;0.3;1200;Yes;summer;mountains;0.6
24;9;4.0;female;13000;04.Лип;Urban Ladder;0.7;1600;Yes;winter;plains;0.8
36;13;4.0;male;3200;04.Лип;Khadi Essentials;0.9;1300;Yes;summer;coastal;0.9
43;19;04.Вер;male;7500;04.Вер;Forest Essentials;0.9;1200;Yes;summer;plains;1.0
7;4;1.0;male;1100;01.Чер;Kama Ayurveda;-1.0;800;No;summer;coastal;0.1
23;12;4.0;female;19000;04.Січ;Sugar Cosmetics;0.6;900;Yes;winter;plains;0.3
12;5;01.Тра;male;1100;2.0;Lakme Ayurveda;-0.9;1400;Yes;summer;mountains;0.3
50;24;04.Вер;female;10500;04.Вер;Biovea;0.9;1300;Yes;spring;coastal;1.0
11;3;01.Тра;male;1600;2.0;Patanjali Ayurved (Health Care);-0.9;700;No;summer;plains;0.1
29;10;4.0;female;9500;04.Кві;Dabur Chyawanprash;0.7;1800;Yes;summer;coastal;0.8
30;5;04.Лют;male;1000;04.Тра;Flying Machine;0.7;2500;No;winter;plains;0.8
10;2;03.Вер;female;200;03.Сер;Sugar Cosmetics;-0.2;100;No;summer;mountains;0.3
15;8;04.Сер;male;5000;04.Лип;Khadi Essentials;0.9;600;No;winter;plains;0.9
5;0;04.Тра;male;100;04.Лют;Dettol;0.5;200;No;monsoon;coastal;0.6
40;15;04.Чер;female;8000;04.Вер;Lakme Ayurveda;0.8;900;Yes;winter;mountains;0.95
20;3;03.Лют;male;1500;03.Кві;Manyavar Mohey;-0.1;170;No;spring;plains;0.4
8;1;02.Тра;male;2000;02.Бер;Lee;-0.5;400;No;summer;plains;0.1
12;6;4.0;female;700;4.0;Wildcraft;0.3;750;No;monsoon;mountains;0.7
35;18;04.Вер;male;6000;04.Сер;Pepe Jeans London;0.7;700;No;winter;plains;0.85
45;12;04.Лип;female;3000;04.Чер;PUMA;0.6;300;Yes;summer;mountains;0.9
25;5;03.Сер;female;400;03.Лип;Allen Solly Woman;-0.3;500;Yes;monsoon;plains;0.3
3;0;04.Бер;female;900;04.Кві;Head Hunters;0.2;1000;No;winter;mountains;0.5
18;10;04.Чер;male;3500;04.Лип;Levis Strauss & Co.;0.4;800;No;summer;coastal;0.8
7;2;03.Лип;male;4500;03.Тра;Himalaya Liv.52;-0.4;300;No;spring;plains;0.2
22;7;04.Тра;female;5500;04.Бер;Urban Ladder;0.1;1000;No;winter;mountains;0.75
50;20;04.Тра;male;9500;04.Лип;Wakefit;0.9;900;No;winter;mountains;1
13;4;03.Кві;male;750;03.Бер;Wild Stone;0;600;No;summer;coastal;0.4
6;0;3.0;female;300;02.Сер;Whisper;-0.6;200;No;monsoon;plains;0.05
28;9;04.Січ;female;2500;4.0;Fastrack;0.5;800;No;winter;mountains;0.6
16;3;04.Сер;male;4000;04.Вер;Max;0.8;500;No;spring;plains;0.8
9;2;03.Бер;male;550;03.Січ;Libram;-0.1;300;Yes;winter;mountains;0.1
33;14;04.Кві;female;8500;04.Чер;Patanjali Ayurved (Health Care);0.6;700;No;summer;plains;0.85
11;1;4.0;female;600;03.Вер;Dettol;0.1;800;No;monsoon;mountains;0.55
2;0;02.Тра;male;150;02.Кві;Streax;-0.7;100;No;spring;coastal;0.02
18;6;03.Сер;male;4500;03.Чер;Patanjali Ayurved (Health Care);0.2;1000;No;summer;plains;0.7
5;1;04.Лют;female;3000;04.Бер;Moov;0.4;700;No;winter;mountains;0.6
23;7;04.Чер;male;7000;04.Лип;Levis Strauss & Co.;0.8;800;No;summer;plains;0.9
7;0;03.Тра;male;150;03.Кві;Streax;-0.3;100;No;monsoon;coastal;0.1
12;3;03.Вер;female;800;03.Лип;Lakme Ayurveda;0.1;600;No;spring;plains;0.4
30;12;04.Тра;male;9500;04.Сер;Kama Ayurveda;0.9;1000;No;winter;mountains;0.95
40;18;04.Лип;female;5500;04.Чер;Max;0.7;700;No;summer;plains;0.85
8;2;3.0;male;250;02.Сер;Pepe Jeans London;-0.5;400;No;summer;coastal;0.15
15;5;03.Чер;female;4000;03.Тра;Manyavar Mohey;0.2;500;Yes;winter;mountains;0.3
25;10;04.Бер;male;8500;04.Тра;Dettol;0.5;600;No;monsoon;plains;0.8
35;15;04.Вер;male;6000;04.Сер;Khadi Essentials;0.8;700;Yes;summer;mountains;0.9
9;2;02.Тра;female;1500;02.Бер;Libram;-0.8;300;No;spring;plains;0.05
20;4;4.0;female;650;03.Вер;Wakefit;0.1;800;No;summer;mountains;0.5
13;3;04.Чер;male;5000;04.Лип;Forest Essentials;0.6;750;No;winter;plains;0.8
6;1;03.Бер;female;200;03.Лют;Johnson & Johnson;-0.1;200;No;spring;coastal;0.2
32;11;04.Сер;male;7500;04.Вер;Lee;0.9;900;No;winter;mountains;0.95
10;0;03.Лип;female;250;03.Тра;Lijoba;-0.4;100;No;monsoon;plains;0.05
28;8;04.Січ;male;3000;4.0;Pepperfry;0.3;800;No;winter;plains;0.6
4;0;02.Сер;male;100;02.Чер;Whisper;-0.7;100;No;summer;coastal;0.05
17;4;04.Лют;female;4500;04.Кві;Dettol;0.7;500;No;spring;mountains;0.7
21;9;04.Тра;female;8500;04.Чер;AmazonBasics;0.6;600;No;winter;plains;0.85
37;14;04.Вер;male;7000;04.Сер;Pepe Jeans London;0.9;700;Yes;summer;mountains;0.9
14;5;03.Вер;female;500;03.Сер;Flying Machine;0;700;No;monsoon;coastal;0.3
19;7;04.Бер;male;5500;04.Кві;Patanjali Ayurved (Health Care);0.7;700;No;summer;mountains;0.8
6;1;03.Тра;female;2000;03.Кві;Johnson & Johnson;-0.2;200;No;spring;plains;0.2
31;13;04.Лип;male;8000;04.Чер;Flying Machine;0.8;800;No;winter;plains;0.9
8;3;03.Лют;male;300;03.Січ;Streax;-0.4;100;No;summer;coastal;0.1
14;4;4.0;female;700;04.Січ;Manyavar Mohey;0.2;600;No;monsoon;plains;0.5
24;11;04.Чер;male;9000;04.Лип;Kama Ayurveda;0.9;1000;No;winter;mountains;0.95
41;17;04.Сер;female;5000;04.Вер;Lee;0.9;700;No;summer;plains;0.95
9;2;02.Сер;male;200;02.Чер;Head Hunters;-0.6;100;No;spring;coastal;0.05
16;6;03.Сер;female;4500;03.Вер;Moov;0.3;500;No;winter;mountains;0.7
26;9;04.Кві;male;7500;04.Тра;Max;0.6;600;No;summer;plains;0.8
36;14;04.Вер;male;6500;04.Сер;Patanjali Ayurved (Health Care);0.9;700;Yes;winter;mountains;0.95
11;1;3.0;female;300;02.Вер;Streax;-0.5;200;No;spring;coastal;0.05
19;5;04.Січ;female;6000;04.Лют;Flying Machine;0.4;700;No;monsoon;plains;0.6
33;12;04.Лип;male;8500;04.Чер;Khadi Essentials;0.8;800;No;summer;mountains;0.9
7;1;03.Бер;female;250;03.Січ;Johnson & Johnson;-0.3;100;No;summer;coastal;0.1
22;8;04.Тра;male;7000;04.Кві;Levis Strauss & Co.;0.7;800;No;winter;plains;0.85
12;0;03.Лют;female;400;3.0;Stayfree;-0.2;200;No;monsoon;coastal;0.05
29;10;04.Тра;female;8000;04.Лип;Kama Ayurveda;0.8;900;No;winter;mountains;0.9
39;16;04.Вер;male;5500;04.Сер;Lee;0.9;700;Yes;summer;plains;0.95
10;3;03.Тра;male;350;03.Кві;Wildcraft;-0.1;300;No;spring;plains;0.3
20;6;4.0;female;5000;04.Січ;Flying Machine;0.5;600;No;monsoon;plains;0.7
34;13;04.Сер;male;8000;04.Вер;Khadi Essentials;0.9;800;No;summer;mountains;0.95
8;1;03.Січ;female;300;3.0;Johnson & Johnson;-0.4;200;No;spring;coastal;0.05
17;7;04.Кві;male;7000;04.Чер;Pepe Jeans London;0.7;800;No;winter;plains;0.85
13;0;3.0;female;450;02.Сер;Stayfree;-0.3;200;No;monsoon;coastal;0.05
23;8;04.Чер;male;7000;04.Тра;Kama Ayurveda;0.7;800;No;summer;mountains;0.85
9;2;03.Лют;female;350;03.Січ;Stayfree;-0.2;200;No;spring;coastal;0.05
32;14;04.Сер;male;8500;04.Вер;Khadi Essentials;0.9;800;No;summer;mountains;0.95
10;1;03.Тра;male;400;03.Кві;Wildcraft;-0.1;300;No;spring;plains;0.3
21;7;04.Лют;female;5000;04.Бер;Lakme Ayurveda;0.4;600;No;monsoon;plains;0.6
35;12;04.Чер;male;9000;04.Лип;Levis Strauss & Co.;0.8;900;No;winter;plains;0.9
42;18;04.Вер;female;5500;04.Сер;PUMA;0.9;700;Yes;summer;plains;0.95
11;2;03.Січ;male;400;3.0;Stayfree;-0.3;200;No;spring;coastal;0.05
18;6;4.0;female;5500;04.Січ;Lakme Ayurveda;0.5;600;No;monsoon;plains;0.7
24;9;04.Тра;male;7500;04.Кві;Max;0.6;700;No;summer;plains;0.8
37;15;04.Вер;male;6500;04.Сер;Lee;0.9;800;No;winter;plains;0.95
12;1;3.0;female;350;02.Вер;Stayfree;-0.4;200;No;spring;coastal;0.05
22;8;04.Бер;female;6000;04.Кві;Lakme Ayurveda;0.7;600;No;monsoon;plains;0.8
36;13;04.Лип;male;8500;04.Чер;Khadi Essentials;0.8;800;No;summer;mountains;0.9
8;2;3.0;male;300;02.Сер;Head Hunters;-0.5;100;No;spring;coastal;0.05
15;5;03.Сер;female;5000;03.Вер;Lakme Ayurveda;0.3;500;No;winter;plains;0.7
29;11;04.Тра;male;8000;04.Чер;Levis Strauss & Co.;0.8;900;No;summer;plains;0.9
41;17;04.Вер;female;5500;04.Сер;PUMA;0.9;700;Yes;summer;plains;0.95
10;2;03.Бер;male;400;03.Лют;Wildcraft;-0.2;300;No;spring;plains;0.3
19;7;04.Січ;female;5500;04.Лют;Lakme Ayurveda;0.5;600;No;monsoon;plains;0.6
33;14;04.Лип;male;8500;04.Чер;Khadi Essentials;0.8;800;No;summer;mountains;0.9
7;1;03.Лют;female;300;03.Січ;Johnson & Johnson;-0.4;200;No;summer;coastal;0.05
16;6;03.Вер;female;4500;4.0;Lakme Ayurveda;0.2;500;No;winter;plains;0.7
30;12;04.Чер;male;9000;04.Лип;Levis Strauss & Co.;0.8;900;No;summer;plains;0.9
43;19;5.0;female;6000;04.Вер;Lee;0.9;800;Yes;summer;plains;0.95
11;3;03.Кві;male;450;03.Бер;Wildcraft;-0.1;400;No;spring;plains;0.4
20;8;04.Лют;female;5500;04.Бер;Lakme Ayurveda;0.6;600;No;monsoon;plains;0.8
34;15;04.Сер;male;8500;04.Лип;Khadi Essentials;0.8;800;No;summer;mountains;0.9
9;1;3.0;female;300;02.Вер;Stayfree;-0.3;200;No;spring;coastal;0.05
17;7;4.0;female;5000;04.Січ;Lakme Ayurveda;0.4;500;No;winter;plains;0.7
31;13;04.Лип;male;8000;04.Сер;Levis Strauss & Co.;0.8;900;No;summer;plains;0.9
44;20;5.0;female;5500;04.Вер;PUMA;0.9;700;Yes;summer;plains;0.95
12;2;03.Січ;male;450;3.0;Wildcraft;-0.2;300;No;spring;plains;0.3
21;8;04.Бер;female;5500;04.Кві;Lakme Ayurveda;0.7;600;No;monsoon;plains;0.8
35;14;04.Лип;male;8500;04.Чер;Khadi Essentials;0.8;800;No;summer;mountains;0.9
10;3;03.Лют;female;400;03.Січ;Stayfree;-0.1;200;No;spring;coastal;0.05
18;7;03.Вер;female;5000;4.0;Lakme Ayurveda;0.3;500;No;winter;plains;0.7
32;12;04.Чер;male;8000;04.Лип;Levis Strauss & Co.;0.8;900;No;summer;plains;0.9
45;21;5.0;female;6000;04.Вер;Lee;0.9;800;Yes;summer;plains;0.95
11;4;03.Бер;male;500;03.Лют;Wildcraft;0;400;No;spring;plains;0.4
22;9;04.Кві;female;5500;04.Тра;Lakme Ayurveda;0.6;600;No;monsoon;plains;0.8
36;15;04.Сер;male;8500;04.Лип;Khadi Essentials;0.8;800;No;summer;mountains;0.9
13;1;03.Січ;female;450;3.0;Stayfree;-0.2;300;No;spring;coastal;0.05
19;8;04.Лют;female;5500;04.Бер;Lakme Ayurveda;0.5;600;No;monsoon;plains;0.7
33;15;04.Лип;male;8500;04.Чер;Khadi Essentials;0.8;800;No;summer;mountains;0.9
14;0;3.0;female;500;02.Сер;Stayfree;-0.3;200;No;monsoon;coastal;0.05
23;9;04.Тра;male;7000;04.Чер;Kama Ayurveda;0.7;800;No;summer;mountains;0.9
11;5;03.Кві;male;550;03.Бер;Wildcraft;-0.1;400;No;spring;plains;0.4
34;16;04.Сер;male;8500;04.Лип;Khadi Essentials;0.8;800;No;summer;mountains;0.9
12;3;03.Лют;female;400;03.Січ;Stayfree;-0.2;300;No;spring;coastal;0.05
20;9;04.Бер;female;5500;04.Кві;Lakme Ayurveda;0.6;600;No;monsoon;plains;0.8
37;16;04.Вер;male;6500;04.Сер;Lee;0.9;800;No;winter;plains;0.95
13;2;03.Січ;female;450;3.0;Stayfree;-0.2;300;No;spring;coastal;0.05
24;10;04.Кві;female;6000;04.Тра;Lakme Ayurveda;0.6;600;No;monsoon;plains;0.8
38;17;04.Вер;male;5500;04.Сер;PUMA;0.9;700;Yes;summer;plains;0.95
14;1;3.0;female;500;02.Вер;Stayfree;-0.3;200;No;monsoon;coastal;0.05
25;11;04.Тра;female;8000;04.Чер;Levis Strauss & Co.;0.8;900;No;summer;plains;0.9
39;18;04.Вер;male;5500;04.Сер;Lee;0.9;800;No;winter;plains;0.95
15;0;3.0;female;500;02.Сер;Stayfree;-0.4;200;No;monsoon;coastal;0.05
26;12;04.Чер;female;8500;04.Лип;Khadi Essentials;0.8;800;No;summer;mountains;0.9
40;19;5.0;female;5500;04.Вер;PUMA;0.9;700;Yes;summer;plains;0.95
16;1;03.Січ;male;450;3.0;Wildcraft;-0.2;300;No;spring;plains;0.4
27;13;04.Лип;male;8000;04.Сер;Levis Strauss & Co.;0.8;900;No;summer;plains;0.9
41;20;5.0;female;6000;04.Вер;Lee;0.9;800;Yes;summer;plains;0.95
17;2;03.Лют;male;500;03.Січ;Wildcraft;-0.1;400;No;spring;plains;0.4
28;14;04.Сер;male;8500;04.Лип;Khadi Essentials;0.8;800;No;summer;mountains;0.9
42;21;5.0;female;5500;04.Вер;PUMA;0.9;700;Yes;summer;plains;0.95
18;3;03.Бер;male;550;03.Лют;Wildcraft;0;400;No;spring;plains;0.4
29;15;04.Вер;male;6500;04.Сер;Lee;0.9;800;No;winter;plains;0.95
43;22;5.0;female;6000;04.Вер;Lee;0.9;800;Yes;summer;plains;0.95
19;4;03.Кві;male;600;03.Бер;Wildcraft;0.1;400;No;spring;plains;0.4
30;16;04.Вер;male;7000;04.Сер;Lee;0.9;800;No;summer;plains;0.95
44;23;5.0;female;5500;04.Вер;PUMA;0.9;700;Yes;summer;plains;0.95
20;5;03.Тра;male;650;03.Кві;Wildcraft;0.2;400;No;spring;plains;0.4
31;17;5.0;male;7500;04.Вер;Lee;0.9;800;No;summer;plains;0.95
32;8;04.Бер;male;300;04.Чер;Head Hunters;0.78;430;No;summer;plains;0.85
17;5;03.Сер;female;2000;03.Вер;Manyavar Mohey;0.32;600;Yes;winter;mountains;0.45
6;2;04.Тра;female;500;04.Лют;Wildcraft;-0.1;700;No;monsoon;coastal;0.62
41;12;04.Вер;male;800;04.Сер;Pepperfry;0.92;900;No;winter;plains;0.91
23;6;04.Січ;female;3000;03.Лип;U.S. Polo Assn. Women;0.6;700;Yes;summer;mountains;0.55
8;3;4.0;female;200;4.0;Libram;-0.05;800;No;monsoon;plains;0.33
47;15;04.Лип;male;1000;04.Вер;Khadi Essentials;0.85;500;Yes;winter;coastal;0.72
12;4;03.Тра;female;1000;03.Лют;Johnson & Johnson;-0.8;400;No;spring;plains;0.15
38;11;04.Чер;male;4000;04.Лип;Dettol;0.75;1000;No;winter;mountains;0.82
5;1;02.Вер;female;100;03.Тра;Allen Solly Woman;-0.6;300;No;summer;coastal;0.07
29;9;04.Кві;male;700;04.Тра;Lee;0.5;600;No;winter;mountains;0.68
11;3;03.Лип;male;300;03.Сер;Lakme Ayurveda;0.1;200;Yes;spring;plains;0.42
44;18;04.Сер;male;6000;04.Вер;Lee Cooper;0.88;700;Yes;winter;coastal;0.89
9;2;3.0;female;1000;03.Січ;Baidyanath;-0.3;900;Yes;spring;plains;0.25
36;10;04.Лют;male;2000;04.Бер;PUMA;0.65;2000;Yes;summer;plains;0.78
20;7;4.0;female;7000;04.Кві;Pepe Jeans London;0.55;10000;No;winter;plains;0.95
3;0;02.Тра;male;100;2.0;Lijoba;-0.9;100;Yes;summer;mountains;0.01
27;8;04.Лип;female;900;04.Чер;Manyavar Mohey;0.72;900;No;winter;mountains;0.88
14;5;03.Чер;female;400;03.Чер;Flying Machine;0.2;700;No;summer;plains;0.48
49;19;04.Вер;male;5000;04.Сер;Patanjali Ayurved (Health Care);0.82;1000;Yes;winter;plains;0.85
21;6;04.Бер;male;600;4.0;Wildcraft;0.3;300;No;spring;plains;0.58
33;10;04.Тра;female;2500;04.Лип;Kama Ayurveda;0.68;3000;Yes;summer;plains;0.83
7;2;03.Лют;male;100;3.0;Streax;-0.5;100;Yes;summer;coastal;0.04
40;13;04.Сер;female;1500;04.Лип;SleepyCat;0.8;800;Yes;winter;coastal;0.74
16;4;03.Вер;male;800;03.Тра;The Moms Co.;0.15;800;Yes;spring;mountains;0.36
25;7;03.Тра;female;100;03.Чер;Lee Cooper;-0.4;600;No;summer;coastal;0.11
48;16;04.Чер;male;3000;04.Лип;PUMA;0.78;500;Yes;summer;plains;0.87
8;3;3.0;female;300;03.Лют;Manyavar Mohey;-0.2;500;No;spring;plains;0.22
36;12;04.Вер;male;7000;04.Сер;Flying Machine;0.86;800;Yes;winter;plains;0.93
19;5;03.Бер;female;200;03.Кві;Johnson & Johnson;-0.6;100;No;summer;mountains;0.12
29;9;04.Лип;female;900;04.Тра;Pepe Jeans London;0.62;700;Yes;winter;plains;0.75
12;4;02.Сер;female;1000;3.0;U.S. Polo Assn. Women;-0.3;200;Yes;monsoon;coastal;0.09
45;14;04.Лип;male;2500;04.Вер;Sugar Cosmetics;0.92;600;No;summer;plains;0.89
6;2;02.Тра;female;500;02.Чер;Dove Hair;-0.7;400;Yes;monsoon;mountains;0.05
31;11;04.Кві;male;600;04.Бер;Pepperfry;0.7;400;No;summer;coastal;0.77
14;3;03.Лют;female;150;3.0;Lijoba;-0.5;100;Yes;summer;plains;0.18
39;10;04.Бер;male;4000;04.Тра;Libram;0.58;2000;No;summer;mountains;0.65
22;8;04.Січ;male;800;04.Лют;Wildcraft;0.45;800;No;summer;mountains;0.59
4;1;2.0;female;1000;02.Січ;Streax;-0.8;200;Yes;winter;mountains;0.02
47;15;04.Сер;female;2000;04.Лип;Head Hunters;0.8;1000;Yes;winter;mountains;0.81
11;3;3.0;male;100;03.Січ;SleepyCat;-0.1;900;No;monsoon;plains;0.31
37;13;04.Тра;male;700;04.Кві;Kama Ayurveda;0.75;500;No;summer;plains;0.82
17;6;03.Сер;female;3000;03.Лип;Lee Cooper;0.35;10000;No;spring;mountains;0.47
42;17;04.Вер;male;100;04.Сер;Manyavar Mohey;0.9;300;No;summer;plains;0.92
9;2;02.Сер;male;400;3.0;Patanjali Ayurved (Health Care);-0.4;600;Yes;spring;plains;0.28
35;12;04.Чер;female;6000;04.Сер;Pepe Jeans London;0.82;900;Yes;summer;coastal;0.86
24;8;03.Вер;female;1500;03.Тра;Wildcraft;0.25;300;No;winter;coastal;0.52
3;0;01.Тра;male;1000;01.Сер;Sugar Cosmetics;-0.9;200;Yes;monsoon;coastal;0.03
46;18;04.Лип;female;700;04.Вер;Khadi Essentials;0.88;400;No;winter;plains;0.79
16;5;03.Лип;male;200;03.Чер;Flying Machine;0.15;800;No;summer;mountains;0.39
28;10;04.Бер;male;900;04.Кві;Patanjali Ayurved (Health Care);0.72;400;Yes;summer;mountains;0.77
13;4;02.Лип;female;2000;3.0;Manyavar Mohey;-0.3;600;No;spring;plains;0.23
47;14;04.Сер;male;700;04.Вер;Wildcraft;0.85;500;Yes;winter;plains;0.84
